"","Country.Name","X2002..YR2002.","X2003..YR2003.","X2004..YR2004.","X2005..YR2005.","X2006..YR2006.","X2007..YR2007.","X2008..YR2008.","X2009..YR2009.","X2010..YR2010.","X2011..YR2011.","X2012..YR2012.","X2013..YR2013.","X2014..YR2014.","X2015..YR2015.","X2016..YR2016.","gerkmeans.cluster"
"188","Sweden",108.5608063,107.3464737,97.37956238,95.87082672,95.71234894,96.7317276,98.75776672,99.9686203,101.5207596,100.5015564,101.9753571,120.4627228,120.9007568,114.295096725,109.899018727273,2
"189","Switzerland",104.331398,103.7370987,103.0746613,102.056221,101.735611,101.8349304,102.2593384,102.5565491,102.5842514,102.8688889,102.9093399,103.3546524,103.2310028,77.747855376,114.295096725,2
"190","Syrian Arab Republic",112.1932602,122.0260773,121.613678,121.3021317,119.2201996,118.2152328,118.4906921,119.0248108,122.2353134,128.6764679,130.9213257,80.10088348,141.1443278,97.1311409681818,77.747855376,1
"191","Tajikistan",96.60035706,98.83885193,98.51345825,98.94245148,98.18180084,97.12068176,99.23905945,99.3107605,100.0423889,99.42752838,98.95062256,98.98621368,97.34558868,98.18959808,97.1311409681818,2
"192","Tanzania",88.45033264,94.75663757,99.79057312,103.5957489,106.6347885,108.2709885,108.7501602,102.8001099,98.95530701,141.1443278,90.10475922,86.76834106,87.7861289966667,99.8286209153846,99.8286209153846,6
"193","Thailand",98.30423737,102.0045026,99.06455231,98.32312775,96.86351013,97.27977753,97.85839844,97.41174316,96.1026535,96.62766266,97.4781189,97.90364838,103.6888885,175.2441864,175.2441864,7
"194","Timor-Leste",113.3755112,107.8416977,102.076767,94.34722137,131.83740386,87.7861289966667,108.743103,118.434639,131.1471252,134.822937,135.2060547,136.0673981,136.8142548,100.729174693077,100.729174693077,5
"195","Togo",116.95047,114.581192,113.5640869,112.7041473,116.5992279,110.6960297,111.4785614,125.8522263,128.3691559,125.867363,128.4820251,128.7080536,125.1124802,101.317781299231,101.317781299231,1
"196","Tonga",110.7549896,116.3945084,112.1575623,112.0084229,111.351387,110.6148911,108.4667435,108.0597229,108.3403015,108.6842804,110.4115906,109.7601318,108.0740967,100.532933541667,100.532933541667,10
"197","Trinidad and Tobago",96.51348114,100.5296097,101.7163467,99.26072693,97.9838104209091,104.6196136,106.3330231,106.5302811,106.1602936,87.7861289966667,108.439680115,123.431042063636,105.529535748462,54.7784591092308,54.7784591092308,4
"198","Tunisia",114.5243988,113.7703018,112.7311707,111.7445374,109.7748108,105.9609833,104.9123688,105.4829178,107.2289734,107.7200165,109.8686066,111.2818069,113.0734863,107.219228888462,107.219228888462,10
"199","Turkey",106.2732315,103.1724319,103.1524582,103.1570435,102.7080078,103.0920715,102.7649994,100.4087372,101.5518036,101.2253036,98.60662079,106.8639679,104.257231492308,106.926186776923,106.926186776923,2
"200","Turkmenistan",107.1226218,96.6093928033333,99.4797369146154,119.897882642727,109.307496869231,105.529535748462,76.5135861907692,102.071920541538,101.295768138462,105.529535748462,95.6255105823077,103.591889593846,89.36720276,113.626868566667,113.626868566667,2
"202","Tuvalu",91.05748749,94.11765289,97.09544373,99.51956177,100.0685425,99.0622282738462,113.172393811111,29.20210075,112.186603846154,99.0622282738462,108.311587405385,105.197178773846,101.3552094,120.326674830769,120.326674830769,6
"204","Ukraine",124.6660385,96.43817902,95.81526184,105.9020996,99.97496796,98.14134216,97.70645905,98.88626099,102.7456131,106.7401962,107.9575729,107.8058624,103.914711,59.432041485,59.432041485,4
"205","United Arab Emirates",109.899018727273,99.10974121,103.4887466,105.5068436,104.0567169,103.0905304,92.5965159484615,97.32917023,99.69960785,99.0844574,101.4232025,100.9739532,106.7116699,100.8825441975,100.8825441975,2
"206","United Kingdom",99.79078674,99.90814972,105.8047104,106.2709885,105.04879,103.174263,105.2619171,104.9610367,105.8608017,106.2576218,108.2431488,108.7408981,108.2402115,84.8669246,84.8669246,4
"210","Vanuatu",121.6835022,125.1525192,121.2234421,117.7063599,111.6634979,112.453537,113.8138123,113.5782928,122.4935608,99.025328828,98.107210541,123.745903,102.407495122,106.9889761,106.9889761,10
"212","Vietnam",102.383728,99.57644653,98.33364105,97.16143036,97.58717346,99.25359344,101.1171494,101.7598877,105.0877304,106.503273,106.9586334,107.5177917,109.3546906,141.1443278,141.1443278,7
"214","West Bank and Gaza",93.33479309,91.68453979,88.47226715,88.19516754,87.12644958,87.18914795,88.3812027,89.27735901,90.68554688,92.10694122,94.13726807,94.18139648,94.91425323,105.529535748462,105.529535748462,2
"215","Yemen, Rep.",78.59493256,81.69519043,85.09525299,87.82946777,107.816223742308,99.025328828,89.10401154,84.24507141,90.82636261,94.90891266,94.42503357,97.48796082,111.370225266667,104.257231492308,104.257231492308,2
"216","Zambia",80.0341568,105.778347557143,99.27349091,110.5868912,112.2416077,113.6861572,115.0299301,108.8441315,107.5977097,109.0175476,109.2106476,103.652977,82.3938991830769,99.0622282738462,99.0622282738462,10
